97300 100.00 705 50000 M0_2_50000_blastdb_BL60006.dna.00000001.out 3471549 3422254 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
40 91.00 2412082 2412113 M0_2_50000_blastdb_BL60006.dna.02400001.out 2100783 2100814 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
40 96.00 2411817 2411840 M0_2_50000_blastdb_BL60006.dna.02400001.out 1876450 1876427 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
40 96.00 2405152 2405175 M0_2_50000_blastdb_BL60006.dna.02400001.out 408322 408299 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 100.00 2413603 2413621 M0_2_50000_blastdb_BL60006.dna.02400001.out 4650468 4650450 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 96.00 2442079 2442101 M0_2_50000_blastdb_BL60006.dna.02400001.out 3316203 3316181 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 96.00 2442082 2442104 M0_2_50000_blastdb_BL60006.dna.02400001.out 3259436 3259414 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 100.00 2428402 2428420 M0_2_50000_blastdb_BL60006.dna.02400001.out 2460576 2460594 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 96.00 2442082 2442104 M0_2_50000_blastdb_BL60006.dna.02400001.out 2237332 2237310 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 100.00 2420351 2420369 M0_2_50000_blastdb_BL60006.dna.02400001.out 1495856 1495838 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 100.00 2427825 2427843 M0_2_50000_blastdb_BL60006.dna.02400001.out 1243765 1243747 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 100.00 2400713 2400731 M0_2_50000_blastdb_BL60006.dna.02400001.out 1119867 1119885 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 100.00 2414628 2414646 M0_2_50000_blastdb_BL60006.dna.02400001.out 982360 982378 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 100.00 2428887 2428905 M0_2_50000_blastdb_BL60006.dna.02400001.out 474543 474561 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 91.00 2442070 2442104 M0_2_50000_blastdb_BL60006.dna.02400001.out 465744 465711 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
38 89.00 2405077 2405111 M0_2_50000_blastdb_BL60006.dna.02400001.out 408400 408366 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 95.00 2418678 2418699 M0_2_50000_blastdb_BL60006.dna.02400001.out 4753150 4753129 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 95.00 2445003 2445024 M0_2_50000_blastdb_BL60006.dna.02400001.out 4750871 4750850 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 2437596 2437613 M0_2_50000_blastdb_BL60006.dna.02400001.out 4599595 4599612 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 95.00 2423770 2423791 M0_2_50000_blastdb_BL60006.dna.02400001.out 4538099 4538078 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 2441255 2441272 M0_2_50000_blastdb_BL60006.dna.02400001.out 4494270 4494287 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 2400865 2400882 M0_2_50000_blastdb_BL60006.dna.02400001.out 4357273 4357290 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 2442087 2442104 M0_2_50000_blastdb_BL60006.dna.02400001.out 4354475 4354492 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 92.00 2442079 2442104 M0_2_50000_blastdb_BL60006.dna.02400001.out 4283479 4283504 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 2445002 2445019 M0_2_50000_blastdb_BL60006.dna.02400001.out 4162314 4162297 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 2430424 2430441 M0_2_50000_blastdb_BL60006.dna.02400001.out 3799648 3799631 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 92.00 2442079 2442104 M0_2_50000_blastdb_BL60006.dna.02400001.out 3691905 3691930 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 2407053 2407070 M0_2_50000_blastdb_BL60006.dna.02400001.out 3658170 3658153 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 95.00 2405036 2405057 M0_2_50000_blastdb_BL60006.dna.02400001.out 3562112 3562091 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 2441255 2441272 M0_2_50000_blastdb_BL60006.dna.02400001.out 3528660 3528643 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 2432756 2432773 M0_2_50000_blastdb_BL60006.dna.02400001.out 3403739 3403722 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 95.00 2442083 2442104 M0_2_50000_blastdb_BL60006.dna.02400001.out 3324641 3324620 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 2404256 2404273 M0_2_50000_blastdb_BL60006.dna.02400001.out 3315768 3315751 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 88.00 2435936 2435969 M0_2_50000_blastdb_BL60006.dna.02400001.out 3309348 3309381 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 95.00 2442918 2442939 M0_2_50000_blastdb_BL60006.dna.02400001.out 2946244 2946265 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 95.00 2435884 2435905 M0_2_50000_blastdb_BL60006.dna.02400001.out 2834374 2834395 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 2431482 2431499 M0_2_50000_blastdb_BL60006.dna.02400001.out 2786047 2786064 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 2431769 2431786 M0_2_50000_blastdb_BL60006.dna.02400001.out 2565515 2565498 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 2406999 2407016 M0_2_50000_blastdb_BL60006.dna.02400001.out 2497857 2497874 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 2411998 2412015 M0_2_50000_blastdb_BL60006.dna.02400001.out 2433291 2433308 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 2442488 2442505 M0_2_50000_blastdb_BL60006.dna.02400001.out 2369546 2369563 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 2425316 2425333 M0_2_50000_blastdb_BL60006.dna.02400001.out 2137115 2137098 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 2439487 2439504 M0_2_50000_blastdb_BL60006.dna.02400001.out 1974528 1974545 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 2428550 2428567 M0_2_50000_blastdb_BL60006.dna.02400001.out 1773406 1773423 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 2416569 2416586 M0_2_50000_blastdb_BL60006.dna.02400001.out 1189491 1189508 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 2435404 2435421 M0_2_50000_blastdb_BL60006.dna.02400001.out 999784 999801 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 2445107 2445124 M0_2_50000_blastdb_BL60006.dna.02400001.out 987896 987879 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 95.00 2404631 2404652 M0_2_50000_blastdb_BL60006.dna.02400001.out 212552 212573 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 90.00 2435417 2435446 M0_2_50000_blastdb_BL60006.dna.02400001.out 174684 174713 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
36 100.00 2401426 2401443 M0_2_50000_blastdb_BL60006.dna.02400001.out 109575 109592 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
54710 100.00 2472155 2500000 M0_2_50000_blastdb_BL60006.dna.02450001.out 1259901 1232056 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
43740 100.00 2450001 2472139 M0_2_50000_blastdb_BL60006.dna.02450001.out 1282055 1259917 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
1411 100.00 2496171 2496890 M0_2_50000_blastdb_BL60006.dna.02450001.out 3013504 3014223 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
1411 100.00 2496172 2496891 M0_2_50000_blastdb_BL60006.dna.02450001.out 1333612 1334331 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
1411 100.00 2496173 2496888 M0_2_50000_blastdb_BL60006.dna.02450001.out 1082692 1081977 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
1409 100.00 2496173 2496891 M0_2_50000_blastdb_BL60006.dna.02450001.out 864608 863890 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
1407 100.00 2496172 2496885 M0_2_50000_blastdb_BL60006.dna.02450001.out 2475866 2476579 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
1407 100.00 2496172 2496885 M0_2_50000_blastdb_BL60006.dna.02450001.out 1715434 1716147 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
1407 100.00 2496172 2496885 M0_2_50000_blastdb_BL60006.dna.02450001.out 1085905 1085192 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
1405 100.00 2496173 2496885 M0_2_50000_blastdb_BL60006.dna.02450001.out 1791248 1791960 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
1405 100.00 2496173 2496885 M0_2_50000_blastdb_BL60006.dna.02450001.out 657813 657101 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
1403 100.00 2496172 2496891 M0_2_50000_blastdb_BL60006.dna.02450001.out 2330619 2331338 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
1400 100.00 2496173 2496890 M0_2_50000_blastdb_BL60006.dna.02450001.out 279979 280696 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
1398 100.00 2496173 2496885 M0_2_50000_blastdb_BL60006.dna.02450001.out 446832 446120 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
1396 99.00 2496173 2496892 M0_2_50000_blastdb_BL60006.dna.02450001.out 3026368 3027087 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
1396 100.00 2496173 2496888 M0_2_50000_blastdb_BL60006.dna.02450001.out 1759812 1760527 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
1390 99.00 2496172 2496888 M0_2_50000_blastdb_BL60006.dna.02450001.out 1529537 1530253 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
1388 99.00 2496172 2496891 M0_2_50000_blastdb_BL60006.dna.02450001.out 4621995 4622714 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
1384 99.00 2496173 2496890 M0_2_50000_blastdb_BL60006.dna.02450001.out 1367988 1367271 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
1384 100.00 2496172 2496885 M0_2_50000_blastdb_BL60006.dna.02450001.out 271644 270932 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
1382 99.00 2496173 2496885 M0_2_50000_blastdb_BL60006.dna.02450001.out 3099581 3100293 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
1378 99.00 2496172 2496890 M0_2_50000_blastdb_BL60006.dna.02450001.out 507953 507235 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
1376 99.00 2496172 2496885 M0_2_50000_blastdb_BL60006.dna.02450001.out 2539428 2540141 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
1370 99.00 2496171 2496885 M0_2_50000_blastdb_BL60006.dna.02450001.out 1179163 1178449 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
1360 99.00 2496173 2496890 M0_2_50000_blastdb_BL60006.dna.02450001.out 3091990 3092707 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
1354 99.00 2496171 2496885 M0_2_50000_blastdb_BL60006.dna.02450001.out 3123099 3122385 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
1108 94.00 2496173 2496891 M0_2_50000_blastdb_BL60006.dna.02450001.out 3551124 3550406 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
422 83.00 2483163 2483815 M0_2_50000_blastdb_BL60006.dna.02450001.out 1440058 1440710 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
331 82.00 2484097 2484726 M0_2_50000_blastdb_BL60006.dna.02450001.out 1440992 1441621 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
276 84.00 2487032 2487438 M0_2_50000_blastdb_BL60006.dna.02450001.out 1443924 1444330 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
232 84.00 2484766 2485098 M0_2_50000_blastdb_BL60006.dna.02450001.out 1441661 1441993 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
198 88.00 2485484 2485683 M0_2_50000_blastdb_BL60006.dna.02450001.out 1442379 1442578 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
159 85.00 2487697 2487888 M0_2_50000_blastdb_BL60006.dna.02450001.out 1444577 1444768 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
157 99.00 2473094 2473176 M0_2_50000_blastdb_BL60006.dna.02450001.out 4009343 4009425 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
157 98.00 2473095 2473181 M0_2_50000_blastdb_BL60006.dna.02450001.out 551163 551077 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
155 98.00 2473096 2473181 M0_2_50000_blastdb_BL60006.dna.02450001.out 3417633 3417718 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
153 99.00 2473096 2473176 M0_2_50000_blastdb_BL60006.dna.02450001.out 3946261 3946341 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
145 82.00 2486111 2486379 M0_2_50000_blastdb_BL60006.dna.02450001.out 1443006 1443274 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
137 96.00 2473096 2473176 M0_2_50000_blastdb_BL60006.dna.02450001.out 1764674 1764754 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
127 94.00 2473098 2473181 M0_2_50000_blastdb_BL60006.dna.02450001.out 95142 95059 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
125 99.00 2473095 2473161 M0_2_50000_blastdb_BL60006.dna.02450001.out 1414793 1414727 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
123 93.00 2473096 2473181 M0_2_50000_blastdb_BL60006.dna.02450001.out 3050818 3050903 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
123 93.00 2473096 2473181 M0_2_50000_blastdb_BL60006.dna.02450001.out 2473525 2473610 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
117 97.00 2479106 2479172 M0_2_50000_blastdb_BL60006.dna.02450001.out 3591079 3591013 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
113 94.00 2473096 2473176 M0_2_50000_blastdb_BL60006.dna.02450001.out 4732880 4732959 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
89 84.00 2451954 2452077 M0_2_50000_blastdb_BL60006.dna.02450001.out 1500266 1500140 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
89 85.00 2486760 2486868 M0_2_50000_blastdb_BL60006.dna.02450001.out 1443649 1443757 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
89 82.00 2482749 2482909 M0_2_50000_blastdb_BL60006.dna.02450001.out 1439641 1439801 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
83 100.00 2473183 2473224 M0_2_50000_blastdb_BL60006.dna.02450001.out 4009508 4009549 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
83 100.00 2473183 2473224 M0_2_50000_blastdb_BL60006.dna.02450001.out 550999 550958 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
81 100.00 2473183 2473223 M0_2_50000_blastdb_BL60006.dna.02450001.out 2352026 2351986 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
79 100.00 2473183 2473222 M0_2_50000_blastdb_BL60006.dna.02450001.out 3946424 3946463 AL513382 Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete chromosome.
