26870 98.00 1 14409 2_50000_blastdb_BX571856.fas.00000001.out 1 14412 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1895262 1895278 2_50000_blastdb_BX571856.fas.01850001.out 2388400 2388416 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 95.00 1899963 1899983 2_50000_blastdb_BX571856.fas.01850001.out 2388312 2388332 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 95.00 1894011 1894031 2_50000_blastdb_BX571856.fas.01850001.out 2385555 2385535 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 92.00 1878718 1878742 2_50000_blastdb_BX571856.fas.01850001.out 2368963 2368987 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 95.00 1887091 1887111 2_50000_blastdb_BX571856.fas.01850001.out 2356254 2356274 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 95.00 1858133 1858153 2_50000_blastdb_BX571856.fas.01850001.out 2351244 2351224 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1864349 1864365 2_50000_blastdb_BX571856.fas.01850001.out 2349125 2349109 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 95.00 1867531 1867551 2_50000_blastdb_BX571856.fas.01850001.out 2340376 2340396 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1876764 1876780 2_50000_blastdb_BX571856.fas.01850001.out 2299606 2299590 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1881380 1881396 2_50000_blastdb_BX571856.fas.01850001.out 2278019 2278035 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1871535 1871551 2_50000_blastdb_BX571856.fas.01850001.out 2268169 2268153 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1879995 1880011 2_50000_blastdb_BX571856.fas.01850001.out 2201659 2201675 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1868599 1868615 2_50000_blastdb_BX571856.fas.01850001.out 2195109 2195125 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 95.00 1875428 1875448 2_50000_blastdb_BX571856.fas.01850001.out 2192681 2192701 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1858137 1858153 2_50000_blastdb_BX571856.fas.01850001.out 2160784 2160800 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1882612 1882628 2_50000_blastdb_BX571856.fas.01850001.out 2148399 2148415 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 92.00 1893360 1893384 2_50000_blastdb_BX571856.fas.01850001.out 2101920 2101896 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 95.00 1867656 1867676 2_50000_blastdb_BX571856.fas.01850001.out 2098593 2098613 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1863483 1863499 2_50000_blastdb_BX571856.fas.01850001.out 2089686 2089702 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1889317 1889333 2_50000_blastdb_BX571856.fas.01850001.out 2074411 2074395 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1869930 1869946 2_50000_blastdb_BX571856.fas.01850001.out 2070692 2070708 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1852977 1852993 2_50000_blastdb_BX571856.fas.01850001.out 2048007 2047991 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1875431 1875447 2_50000_blastdb_BX571856.fas.01850001.out 2046449 2046433 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1888555 1888571 2_50000_blastdb_BX571856.fas.01850001.out 2039193 2039209 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1871712 1871728 2_50000_blastdb_BX571856.fas.01850001.out 2039192 2039176 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1876069 1876085 2_50000_blastdb_BX571856.fas.01850001.out 2034794 2034778 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1864472 1864488 2_50000_blastdb_BX571856.fas.01850001.out 2030042 2030058 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 90.00 1896510 1896538 2_50000_blastdb_BX571856.fas.01850001.out 2027157 2027185 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 95.00 1895691 1895711 2_50000_blastdb_BX571856.fas.01850001.out 2019097 2019117 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1867343 1867359 2_50000_blastdb_BX571856.fas.01850001.out 2012802 2012818 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 92.00 1873131 1873155 2_50000_blastdb_BX571856.fas.01850001.out 1983587 1983563 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 92.00 1891896 1891920 2_50000_blastdb_BX571856.fas.01850001.out 1983429 1983453 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1893924 1893940 2_50000_blastdb_BX571856.fas.01850001.out 1968459 1968443 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1856633 1856649 2_50000_blastdb_BX571856.fas.01850001.out 1959600 1959616 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 95.00 1875667 1875687 2_50000_blastdb_BX571856.fas.01850001.out 1945190 1945170 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1851279 1851295 2_50000_blastdb_BX571856.fas.01850001.out 1943938 1943922 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 90.00 1881432 1881460 2_50000_blastdb_BX571856.fas.01850001.out 1929881 1929853 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1868958 1868974 2_50000_blastdb_BX571856.fas.01850001.out 1920970 1920986 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1867974 1867990 2_50000_blastdb_BX571856.fas.01850001.out 1918230 1918246 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1878155 1878171 2_50000_blastdb_BX571856.fas.01850001.out 1916142 1916158 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1892224 1892240 2_50000_blastdb_BX571856.fas.01850001.out 1912770 1912754 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1851674 1851690 2_50000_blastdb_BX571856.fas.01850001.out 1912373 1912357 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1870528 1870544 2_50000_blastdb_BX571856.fas.01850001.out 1902339 1902355 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1869020 1869036 2_50000_blastdb_BX571856.fas.01850001.out 1893463 1893479 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1887023 1887039 2_50000_blastdb_BX571856.fas.01850001.out 1854041 1854057 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1860251 1860267 2_50000_blastdb_BX571856.fas.01850001.out 1842064 1842048 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1871190 1871206 2_50000_blastdb_BX571856.fas.01850001.out 1814387 1814371 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1853876 1853892 2_50000_blastdb_BX571856.fas.01850001.out 1810018 1810034 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1897824 1897840 2_50000_blastdb_BX571856.fas.01850001.out 1805931 1805915 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1897854 1897870 2_50000_blastdb_BX571856.fas.01850001.out 1805901 1805885 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 95.00 1877887 1877907 2_50000_blastdb_BX571856.fas.01850001.out 1803842 1803862 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1855445 1855461 2_50000_blastdb_BX571856.fas.01850001.out 1803220 1803236 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 95.00 1895643 1895663 2_50000_blastdb_BX571856.fas.01850001.out 1786073 1786093 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1851736 1851752 2_50000_blastdb_BX571856.fas.01850001.out 1774557 1774573 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1895021 1895037 2_50000_blastdb_BX571856.fas.01850001.out 1763480 1763496 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1866375 1866391 2_50000_blastdb_BX571856.fas.01850001.out 1759771 1759787 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 92.00 1852308 1852332 2_50000_blastdb_BX571856.fas.01850001.out 1731242 1731266 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1881843 1881859 2_50000_blastdb_BX571856.fas.01850001.out 1700720 1700736 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 95.00 1858133 1858153 2_50000_blastdb_BX571856.fas.01850001.out 1658687 1658667 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1870912 1870928 2_50000_blastdb_BX571856.fas.01850001.out 1628791 1628807 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1895066 1895082 2_50000_blastdb_BX571856.fas.01850001.out 1620496 1620512 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1887031 1887047 2_50000_blastdb_BX571856.fas.01850001.out 1618602 1618586 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1852247 1852263 2_50000_blastdb_BX571856.fas.01850001.out 1584408 1584424 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1891998 1892014 2_50000_blastdb_BX571856.fas.01850001.out 1556869 1556885 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1877032 1877048 2_50000_blastdb_BX571856.fas.01850001.out 1554742 1554726 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1883317 1883333 2_50000_blastdb_BX571856.fas.01850001.out 1527166 1527182 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 92.00 1876013 1876037 2_50000_blastdb_BX571856.fas.01850001.out 1522205 1522181 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 95.00 1858133 1858153 2_50000_blastdb_BX571856.fas.01850001.out 1509432 1509412 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1878128 1878144 2_50000_blastdb_BX571856.fas.01850001.out 1487144 1487160 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1897047 1897063 2_50000_blastdb_BX571856.fas.01850001.out 1478218 1478234 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1897832 1897848 2_50000_blastdb_BX571856.fas.01850001.out 1469546 1469530 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1850773 1850789 2_50000_blastdb_BX571856.fas.01850001.out 1465942 1465926 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1895374 1895390 2_50000_blastdb_BX571856.fas.01850001.out 1450519 1450535 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 95.00 1895975 1895995 2_50000_blastdb_BX571856.fas.01850001.out 1438750 1438770 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1852794 1852810 2_50000_blastdb_BX571856.fas.01850001.out 1389489 1389473 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1891909 1891925 2_50000_blastdb_BX571856.fas.01850001.out 1370669 1370653 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1858605 1858621 2_50000_blastdb_BX571856.fas.01850001.out 1360193 1360177 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 95.00 1869593 1869613 2_50000_blastdb_BX571856.fas.01850001.out 1355657 1355677 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1899899 1899915 2_50000_blastdb_BX571856.fas.01850001.out 1349730 1349714 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1874226 1874242 2_50000_blastdb_BX571856.fas.01850001.out 1346500 1346484 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1874819 1874835 2_50000_blastdb_BX571856.fas.01850001.out 1344530 1344514 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1896551 1896567 2_50000_blastdb_BX571856.fas.01850001.out 1335251 1335235 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 95.00 1877500 1877520 2_50000_blastdb_BX571856.fas.01850001.out 1330887 1330867 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 95.00 1864680 1864700 2_50000_blastdb_BX571856.fas.01850001.out 1324597 1324577 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1882058 1882074 2_50000_blastdb_BX571856.fas.01850001.out 1310160 1310144 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1863904 1863920 2_50000_blastdb_BX571856.fas.01850001.out 1280022 1280006 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1873283 1873299 2_50000_blastdb_BX571856.fas.01850001.out 1261957 1261941 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1895368 1895384 2_50000_blastdb_BX571856.fas.01850001.out 1187441 1187457 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1858137 1858153 2_50000_blastdb_BX571856.fas.01850001.out 1167471 1167487 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1895945 1895961 2_50000_blastdb_BX571856.fas.01850001.out 1165231 1165247 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1855552 1855568 2_50000_blastdb_BX571856.fas.01850001.out 1141288 1141272 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 95.00 1854279 1854299 2_50000_blastdb_BX571856.fas.01850001.out 1075794 1075774 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1880342 1880358 2_50000_blastdb_BX571856.fas.01850001.out 1064002 1064018 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1896555 1896571 2_50000_blastdb_BX571856.fas.01850001.out 1063275 1063291 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1864474 1864490 2_50000_blastdb_BX571856.fas.01850001.out 1049410 1049394 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1876095 1876111 2_50000_blastdb_BX571856.fas.01850001.out 978622 978638 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 90.00 1899417 1899445 2_50000_blastdb_BX571856.fas.01850001.out 976775 976747 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 95.00 1861727 1861747 2_50000_blastdb_BX571856.fas.01850001.out 955347 955367 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1897085 1897101 2_50000_blastdb_BX571856.fas.01850001.out 932584 932568 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1866249 1866265 2_50000_blastdb_BX571856.fas.01850001.out 916123 916107 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1884232 1884248 2_50000_blastdb_BX571856.fas.01850001.out 908655 908639 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1861031 1861047 2_50000_blastdb_BX571856.fas.01850001.out 867477 867493 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1857562 1857578 2_50000_blastdb_BX571856.fas.01850001.out 859553 859569 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1873126 1873142 2_50000_blastdb_BX571856.fas.01850001.out 829847 829831 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 95.00 1858133 1858153 2_50000_blastdb_BX571856.fas.01850001.out 817466 817486 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 95.00 1858133 1858153 2_50000_blastdb_BX571856.fas.01850001.out 812088 812108 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1860679 1860695 2_50000_blastdb_BX571856.fas.01850001.out 804992 804976 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1881872 1881888 2_50000_blastdb_BX571856.fas.01850001.out 793513 793529 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1872390 1872406 2_50000_blastdb_BX571856.fas.01850001.out 770653 770637 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1854414 1854430 2_50000_blastdb_BX571856.fas.01850001.out 730122 730106 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1858134 1858150 2_50000_blastdb_BX571856.fas.01850001.out 699708 699692 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 95.00 1868732 1868752 2_50000_blastdb_BX571856.fas.01850001.out 697105 697125 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1886883 1886899 2_50000_blastdb_BX571856.fas.01850001.out 675759 675743 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1864472 1864488 2_50000_blastdb_BX571856.fas.01850001.out 672266 672250 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1876016 1876032 2_50000_blastdb_BX571856.fas.01850001.out 664469 664485 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1887169 1887185 2_50000_blastdb_BX571856.fas.01850001.out 642053 642069 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
34 100.00 1887168 1887184 2_50000_blastdb_BX571856.fas.01850001.out 642069 642053 BX571857 Staphylococcus aureus strain MSSA476, complete genome.
