Id,Sample_Name,Country_Of_Isolation,Longitude,Latitude,Year,Accession,Source,Serotype,Transmission_Event,Transmission_Event__color,Transmission_Event__shape,LAT,LAT__color,LAT__shape,Wave,Wave__color,Wave__shape,ampicillin__color,chloramphenicol__color,cefalotin__color,ciprofloxacin__color,colistin__color,cefotaxime__color,doxycycline__color,erythromycin__color,nitrofurantoin__color,nalidixic_acid__color,norfloxacin__color,vibriostatic_agent_O129__color,ofloxacin__color,polymyxin_B__color,pefloxacin__color,streptomycin__color,sulfonamides__color,trimethoprim_sulfamethoxazole__color,tetracycline__color,incA_C_plasmid,SXT_R391,GI_AMR,blaTEM,blaCARB,blaSHV,blaOXA,blaCTX_M,blaACT,blaCMY,strA_strB,aadA1,aadA2,aph_3___I,Other_aminoglycosides,aadA_New,catB9,catA1,catA2,floR,cmlA1,mphA,others,sul1,sul2,tet_A_,tet_B_,tet_C_,tet_D_,tet_G_,tet_New,dfrA1,dfrA12,dfrA15,dfrA18,dfrA23,dfrA30,dfrA31,dfrA_New,PMQR,gyrA,gyrB,parC,parE
CNRVC040203,CNRVC040203,SierraLeone,-11.779889,8.460555,2004,ERR1878111,Clinical,Ogawa,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
CNRVC040257,CNRVC040257,SierraLeone,-11.779889,8.460555,2004,ERR1878115,Clinical,Ogawa,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
CNRVC040314,CNRVC040314,Senegal,-14.452362,14.497401,2004,ERR1878127,Clinical,Ogawa,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,,ICEVchInd5_ICEVchBan5_del(strAB_sul2),,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,dfrA1,,,,,,,,,,,,
CNRVC060010,CNRVC060010,Mali,-3.996166,17.570692,2005,ERR1878150,Clinical,Ogawa,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
CNRVC070136,CNRVC070136,Mauritania,-10.940835,21.007890,2006,ERR1878557,Clinical,Ogawa,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
CNRVC070144,CNRVC070144,Mauritania,-10.940835,21.007890,2005,ERR1878559,Clinical,Ogawa,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
CNRVC040303,CNRVC040303,Senegal,-14.452362,14.497401,2004,ERR1878117,Clinical,Ogawa,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
CNRVC060009,CNRVC060009,Mali,-3.996166,17.570692,2006,ERR1878149,Clinical,Ogawa,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
CNRVC070142,CNRVC070142,Mauritania,-10.940835,21.007890,2006,ERR1878558,Clinical,Ogawa,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
CNRVC070124,CNRVC070124,Mauritania,-10.940835,21.007890,2005,ERR1878556,Clinical,Ogawa,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
16356_8_49,CNRVC960250,Mali,-3.996166,17.570692,1996,ERR998704,Clinical,Ogawa,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
16356_8_27,CNRVC950753,Coted'Ivoire,-5.547080,7.539989,1995,ERR998682,Clinical,Inaba,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#117899,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
16356_8_32,CNRVC950801,BurkinaFaso,-1.561593,12.238333,1995,ERR998687,Clinical,Inaba,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#D85027,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
16356_8_33,CNRVC950806,BurkinaFaso,-1.561593,12.238333,1995,ERR998688,Clinical,Inaba,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
16356_8_18,CNRVC950707,Mali,-3.996166,17.570692,1995,ERR998674,Clinical,Inaba,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
16356_8_19,CNRVC950708,Mali,-3.996166,17.570692,1995,ERR998657,Clinical,Inaba,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
16356_8_28,CNRVC950755,Coted'Ivoire,-5.547080,7.539989,1995,ERR998683,Clinical,Inaba,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
16356_8_31,CNRVC950759,Niger,8.081666,17.607789,1995,ERR998686,Clinical,Inaba,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#D85027,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,T507P
16356_8_95,CNRVC970152,Benin,2.315834,9.307690,1997,ERR998750,Clinical,Inaba,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
16356_8_94,CNRVC970147,Benin,2.315834,9.307690,1997,ERR998749,Clinical,Inaba,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
16356_8_34,CNRVC960003,Niger,8.081666,17.607789,1996,ERR998689,Clinical,Inaba,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
16356_8_71,CNRVC970019,Cameroon,12.354722,7.369722,1997,ERR998726,Clinical,Inaba,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#D85027,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
16356_8_84,CNRVC970110,CentralAfricanRepublic,20.939444,6.611111,1997,ERR998739,Clinical,Inaba,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
16356_8_85,CNRVC970112,CentralAfricanRepublic,20.939444,6.611111,1997,ERR998740,Clinical,Inaba,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
16244_8_9,CNRVC980022,Cameroon,12.354722,7.369722,1997,ERR998656,Clinical,Inaba,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
16356_8_87,CNRVC970123,CentralAfricanRepublic,20.939444,6.611111,1997,ERR998742,Clinical,Inaba,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
16356_8_88,CNRVC970125,CentralAfricanRepublic,20.939444,6.611111,1997,ERR998743,Clinical,Inaba,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
16244_8_8,CNRVC980021,Cameroon,12.354722,7.369722,1997,ERR976555,Clinical,Inaba,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
CDCF4169,F4169,Nigeria,8.675277,9.081999,1997,ERR1879656,Clinical,Inaba,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,#FFFFFF,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
16356_8_47,CNRVC960243,Chad,18.732207,15.454166,1996,ERR998702,Clinical,Inaba,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
16356_8_51,CNRVC960254,Nigeria,8.675277,9.081999,1996,ERR998706,Clinical,Inaba,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#D85027,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,T507P
16244_8_31,CNRVC980396,Cameroon,12.354722,7.369722,1998,ERR976578,Clinical,Inaba,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
CNRVC980374_TCCCGA_L002,CNRVC980374,Chad,18.732207,15.454166,1998,ERR1879638,Clinical,Inaba,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
16244_8_33,CNRVC980398,Cameroon,12.354722,7.369722,1998,ERR976580,Clinical,Inaba,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#D85027,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
16244_8_30,CNRVC980395,Cameroon,12.354722,7.369722,1998,ERR976577,Clinical,Inaba,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#D85027,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
16244_8_32,CNRVC980397,Cameroon,12.354722,7.369722,1998,ERR976579,Clinical,Inaba,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#D85027,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
16356_8_56,CNRVC960273,Chad,18.732207,15.454166,1996,ERR998711,Clinical,Inaba,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
16356_8_70,CNRVC970014,Cameroon,12.354722,7.369722,1997,ERR998725,Clinical,Inaba,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
16356_8_48,CNRVC960246,Cameroon,12.354722,7.369722,1996,ERR998703,Clinical,Inaba,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
16356_8_57,CNRVC960293,Cameroon,12.354722,7.369722,1996,ERR998712,Clinical,Inaba,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
16356_8_54,CNRVC960271,Nigeria,8.675277,9.081999,1996,ERR998709,Clinical,Inaba,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
16356_8_46,CNRVC960234,Chad,18.732207,15.454166,1996,ERR998701,Clinical,Inaba,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
16356_8_45,CNRVC960228,Chad,18.732207,15.454166,1996,ERR998700,Clinical,Inaba,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
16356_8_37,CNRVC960028,Nigeria,8.675277,9.081999,1996,ERR998692,Clinical,Inaba,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
16356_8_50,CNRVC960252,Nigeria,8.675277,9.081999,1996,ERR998705,Clinical,Inaba,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#D85027,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
16356_8_52,CNRVC960258,Nigeria,8.675277,9.081999,1996,ERR998707,Clinical,Inaba,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
16356_8_53,CNRVC960265,Chad,18.732207,15.454166,1996,ERR998708,Clinical,Inaba,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#D85027,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,T507P
16244_8_27,CNRVC980360,BurkinaFaso,-1.561593,12.238333,1998,ERR976574,Clinical,Inaba,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,,,,,,,,dfrA1,,,,,,,,,,,,
16244_8_26,CNRVC980359,BurkinaFaso,-1.561593,12.238333,1998,ERR976573,Clinical,Inaba,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
CNRVC000005_CGATGT_L001,CNRVC000005,Niger,8.081666,17.607789,1999,ERR1877637,Clinical,Inaba,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
CNRVC010023,CNRVC010023,Cameroon,12.354722,7.369722,2000,ERR1877645,Clinical,Inaba,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
CNRVC000323,CNRVC000323,Cameroon,12.354722,7.369722,2000,ERR1877643,Clinical,Inaba,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#117899,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#117899,#117899,#117899,#117899,,ICEVchInd5_ICEVchBan5_del(strAB_sul2),,,,,,,,,,,,,,,catB9,,,,,,,,,,,,,,,dfrA1,,,,,,,,,,,,
CNRVC990234_CTATAC_L002,CNRVC990234,BurkinaFaso,-1.561593,12.238333,1999,ERR1879646,Clinical,Inaba,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
CNRVC010108,CNRVC010108,Togo,0.824782,8.619543,2001,ERR1877944,Clinical,Ogawa,T9,#EE8A29,circle,,white,circle,3,#5BA793,circle,#117899,#D85027,#117899,#117899,#D85027,#117899,#117899,#117899,#D85027,#117899,#117899,#D85027,#117899,#D85027,#117899,#D85027,#D85027,#D85027,#117899,,ICEVchInd5_ICEVchBan5,,,,,,,,,strA_strB,,,,,,catB9,,,floR,,,,,sul2,,,,,,,dfrA1,,,,,,,,,,,,
